sphere_id,x,y,z,r,object_type,object_id,branch_id,parent_sphere_id
94,34.9897,20.0314,25.3151,1.25013,0,30,0,30
95,39.9838,19.996,25.1583,0.636786,0,31,0,31
96,5.01612,24.9698,25.3094,1.21849,0,32,0,32
97,10.0026,24.9796,25.3534,1.41608,0,33,0,33
98,15.01,24.9918,25.1631,0.652308,0,34,0,34
99,19.9933,25.0147,25.1988,0.797747,0,35,0,35
100,24.9886,24.9942,25.1334,0.503746,0,36,0,36
101,30.0244,25.0141,25.3512,1.36297,0,37,0,37
102,34.9999,24.9936,25.0884,0.3516,0,38,0,38
103,39.9974,25.0091,25.224,0.815893,0,39,0,39
104,5.00869,29.9738,25.2475,0.996098,0,40,0,40
105,9.99333,30.0187,25.1852,0.744996,0,41,0,41
106,15.0003,29.98,25.2111,0.84812,0,42,0,42
107,19.983,29.9706,25.3731,1.4986,0,43,0,43
108,24.9925,30.0198,25.2583,1.01823,0,44,0,44
109,29.948,30.0125,25.5002,1.92011,0,45,0,45
110,34.9972,30.0103,25.1091,0.41757,0,46,0,46
111,39.9875,30.0175,25.2177,0.875081,0,47,0,47
112,4.94763,35.0173,25.6237,2.49465,0,48,0,48
113,9.97342,35.0035,25.2484,0.960135,0,49,0,49
114,14.9992,35.0191,25.1744,0.700327,0,50,0,50
115,19.9768,35.0406,25.4695,1.88714,0,51,0,51
116,25.0146,35.028,25.3566,1.42416,0,52,0,52
117,29.982,35.0232,25.2826,1.12404,0,53,0,53
118,34.9847,34.9703,25.3023,1.21653,0,54,0,54
119,40.0302,34.9686,25.4227,1.69978,0,55,0,55
120,5.00329,39.9966,25.1476,0.590577,0,56,0,56
121,9.99686,40.0003,25.2375,0.923699,0,57,0,57
122,14.9803,40.0025,25.2347,0.93223,0,58,0,58
123,20.0076,39.9991,25.0748,0.294543,0,59,0,59
124,24.9917,40.0047,25.0881,0.321668,0,60,0,60
125,29.9801,39.9894,25.2092,0.800514,0,61,0,61
126,35.0074,39.9713,25.265,1.04218,0,62,0,62
127,39.9936,40.0173,25.2286,0.917532,0,63,0,63
128,4.97641,4.9973,25.616,1.20301,0,0,0,64
129,10.0277,5.01249,25.3443,0.674686,0,1,0,65
130,15.018,5.01539,25.3803,0.775832,0,2,0,66
131,20.0019,5.03419,25.3307,0.682997,0,3,0,67
132,24.9988,5.05127,25.3285,0.700668,0,4,0,68
133,29.9648,5.02686,25.7102,1.46497,0,5,0,69
134,35.0008,5.01336,25.222,0.448967,0,6,0,70
135,39.9975,4.94182,25.4792,0.953702,0,7,0,71
136,4.97998,10.0155,25.1745,0.349941,0,8,0,72
137,9.98167,10.004,25.2337,0.456196,0,9,0,73
138,15.0463,9.98831,25.3056,0.633454,0,10,0,74
139,20.0631,9.979,25.9239,1.89672,0,11,0,75
140,24.9319,10.0499,25.9862,1.8352,0,12,0,76
141,29.9938,9.98401,25.452,0.921893,0,13,0,77
142,35.0119,9.99362,25.2339,0.458182,0,14,0,78
143,40.0025,9.99495,25.5348,0.98219,0,15,0,79
144,5.02813,14.966,25.7165,1.25722,0,16,0,80
145,9.97498,15.0028,25.1839,0.360498,0,17,0,81
146,15.0136,14.9754,25.4078,0.760053,0,18,0,82
147,19.995,15.0217,25.3354,0.659953,0,19,0,83
148,25.0141,14.9144,25.8288,1.7159,0,20,0,84
149,30.0252,14.9132,25.6417,1.27502,0,21,0,85
150,35.0339,15.0061,25.5224,1.08284,0,22,0,86
151,39.9772,14.9995,25.1504,0.313151,0,23,0,87
152,4.9399,20.022,25.4526,0.878237,0,24,0,88
153,9.96733,20.0116,25.2852,0.588258,0,25,0,89
154,14.9167,20.024,25.5428,0.96475,0,26,0,90
155,20.0003,19.8377,26.1966,2.41563,0,27,0,91
156,25.0484,19.9843,25.3904,0.726682,0,28,0,92
157,30.0013,20.0098,25.0898,0.183189,0,29,0,93
158,34.9725,20.0596,25.6358,1.28972,0,30,0,94
159,39.9504,19.9922,25.3139,0.610794,0,31,0,95
160,5.02888,24.9708,25.6322,1.29219,0,32,0,96
161,10.0441,24.9542,25.7041,1.31712,0,33,0,97
162,15.0032,24.991,25.3299,0.66793,0,34,0,98
163,19.978,25.0376,25.3963,0.732802,0,35,0,99
164,24.9866,24.9783,25.2618,0.517532,0,36,0,100
165,30.0556,25.061,25.6897,1.3727,0,37,0,101
166,34.995,24.982,25.1753,0.337565,0,38,0,102
167,40.0046,25.0348,25.4418,0.878058,0,39,0,103
168,5.01346,29.9206,25.4907,0.971422,0,40,0,104
169,9.98916,30.0247,25.3713,0.713215,0,41,0,105
170,15.0196,29.9479,25.4198,0.775631,0,42,0,106
